Year,Month,YM,RegUncertaintyIndex_Econ,RegUncertaintyIndex_Broad,RegUncertaintyIndex_Journal
2020,8,428,0.6805898258929293,0.6173721916507552,0.7629065829144294
2020,9,429,0.5037497520921862,0.4600287489789359,0.8610030175476497
2020,10,430,0.5660738687926941,0.556701946188842,0.6871306411561863
2020,11,431,0.7942086801544023,0.77819716929984,0.595144756877252
2020,12,432,0.5266346451927569,0.4897715825009481,0.6263213915266863
2021,1,433,0.6523342306774484,0.6196462553899778,0.5166291720069915
2021,2,434,0.6417337866989827,0.5973083585578495,0.8456988172388723
2021,3,435,0.6413133691935984,0.5910641025652124,0.6220667582282389
2021,4,436,0.6171356670859167,0.5847700034993557,0.808945702920617
2021,5,437,0.6173967034860637,0.5663265702861603,0.7542310350163614
2021,6,438,0.5892598693627474,0.5253234899830144,0.3261474549824251
2021,7,439,0.6428566321989893,0.5914849885945831,0.6702873608898668
2021,8,440,0.6593889817703262,0.6265301639622968,0.7317239819020567
2021,9,441,0.7108810144975656,0.6609341307578291,1.111686314524278
2021,10,442,0.6206697911009882,0.5796875210831705,0.8520533968901607
2021,11,443,0.6410080816781912,0.5780459815026173,0.7535672580502193
2021,12,444,0.6431900195200778,0.5961928987461204,0.6454824116353877
