Year,Month,YM,RegUncertaintyIndex_Econ,RegUncertaintyIndex_Broad,RegUncertaintyIndex_Journal
1994,3,111,0.6027164676063202,0.6084741581461837,0.65677475716932
1994,4,112,0.7353895805645003,0.6646755303253773,0.8918947655876854
1994,5,113,0.7378897918702714,0.7180665432580912,0.6852118121561839
1994,6,114,0.7683186100604381,0.670132419047536,0.7362084983330729
1994,7,115,0.456003750687524,0.38371660094375665,0.9017319697238873
1994,8,116,0.6405857048190868,0.6120903669790109,0.8400508034728992
1994,9,117,0.47591422589400895,0.4403404942808996,0.765509716350527
1994,10,118,0.6556179466677232,0.6001836194998877,0.9063723726858287
1994,11,119,0.574715137868209,0.5441535154181825,0.8578841583414598
1994,12,120,0.8264052390897121,0.7669551557633428,0.8688952010137948
1995,1,121,0.6688984140369331,0.600997716137257,0.8215486806635697
1995,2,122,0.6484221898295376,0.6038477193568293,0.8061795676773577
1995,3,123,0.90948163503977,0.8373262944055143,0.8240763892126387
1995,4,124,0.5910602940846538,0.5300989500682441,0.7424247758914942
1995,5,125,0.7360874307692956,0.8215710068874731,0.9668297722701954
1995,6,126,0.8954566752215815,0.8503238190302514,0.6717688342774183
1995,7,127,0.6589540893728002,0.6362449273006241,0.8118296393695865
1995,8,128,0.5383922900658761,0.46645738030803735,0.6669733135866263
1995,9,129,0.7030990421742229,0.7100135866677997,0.7284608432261388
1995,10,130,0.8722354476376174,0.7730530908998703,0.9699040436443883
1995,11,131,0.8364893819300985,0.7902456275318621,0.8703607599089273
1995,12,132,0.6338433145637213,0.5790974941288313,0.891679996262718
1996,1,133,0.5759522640182572,0.5172571533042624,0.7397632807357812
1996,2,134,0.7073485522313192,0.7667047537360894,0.7156652906710919
1996,3,135,0.589459878660957,0.5164412521478843,0.7129822507962179
1996,4,136,0.5217281340503916,0.47037372351954476,0.7238849953934912
1996,5,137,0.7171807860843213,0.6571738549318039,0.7025735066813779
1996,6,138,0.5851678780529138,0.5139437714989759,0.6956758682199677
1996,7,139,0.5120840863584831,0.497340562959566,0.5359411287132497
1996,8,140,0.7249381916434484,0.6411094295276804,0.6487116887910404
1996,9,141,0.5937576435636672,0.5220774953241758,0.6688280462145272
1996,10,142,0.8001105856713203,0.7842317597823689,0.9801885009706578
1996,11,143,0.8277905639101677,0.7669189176882601,0.5497208405361523
1996,12,144,0.5882422418769931,0.5707350823378036,0.7125021646416131
1997,1,145,0.7519906383444682,0.6523911390800231,0.6108916104242681
1997,2,146,0.5151968764900816,0.44382065452463126,0.6476333076380973
1997,3,147,0.6308826165922428,0.5527249290163286,0.7610454697787153
1997,4,148,0.5870994888715376,0.5328299030138016,0.686905924769983
1997,5,149,0.8018625426569223,0.7139233884722601,0.6058678517447493
1997,6,150,0.6531007881764525,0.5990536715753165,0.7830276936755352
1997,7,151,0.6609339075883933,0.5858007765649317,0.7483792203792563
1997,8,152,0.7183134894109461,0.651908147841968,0.6782760705569184
1997,9,153,0.5243026549592652,0.4572033868494661,0.6330825385898735
1997,10,154,0.5663321596484484,0.5072525219527425,0.6484647881955059
1997,11,155,0.5577746361800002,0.5092827627659597,1.1163031964900791
1997,12,156,0.6094864480582577,0.5651410361431489,0.9001501777288758
1998,1,157,0.6954959741403363,0.6331635148607628,0.6162164975428537
1998,2,158,0.6259171933885015,0.5986493424239583,0.7096493490106685
1998,3,159,0.6332576643768005,0.5885789851292675,0.8985342593250247
1998,4,160,0.662251330925759,0.5987326081191909,0.7316354222520123
1998,5,161,0.5796856803907632,0.5578123323505972,0.6445492383145959
1998,6,162,0.6365979799984777,0.5739648956126916,0.6753033450442751
1998,7,163,0.5899470223822562,0.5429940495723724,0.6815116721914699
1998,8,164,0.5836468395155032,0.5283167920345065,0.6461016111330837
1998,9,165,0.5772310239660473,0.4956786605617456,0.5534624562238909
1998,10,166,0.5964019056810815,0.5503325425143738,0.6673318208651303
1998,11,167,0.6798271035932265,0.6245514533417885,0.8817328632678576
1998,12,168,0.8536873084752538,0.7738843829868401,0.8390330054411301
1999,1,169,0.6675631491728282,0.5962486049969693,0.8555360967294753
1999,2,170,0.6784221220893816,0.6139394066417722,0.6534266372210381
1999,3,171,0.6253379788227159,0.5435517080908912,0.6833249725024445
1999,4,172,0.7794387311069724,0.7042970213903854,0.4744424787806231
1999,5,173,0.6390086213187669,0.5644805941603623,0.6322650665231238
1999,6,174,0.6138869988237567,0.5485615665971788,0.7987901639095348
1999,7,175,0.6145703979491712,0.5548714931853584,0.6621188692298182
1999,8,176,0.6145738305578787,0.5786497051518544,0.7040020256987777
1999,9,177,0.6605143880375579,0.5843432359667383,0.5497947153732025
1999,10,178,0.6197592776096116,0.5617175588691102,0.6693400844361596
1999,11,179,0.6545919631765346,0.6034676140234357,0.7501094693180395
1999,12,180,0.5913849522761156,0.5192720905760712,0.9319805851935068
2000,1,181,0.6995955643557645,0.6362230951656932,0.7555357046175779
2000,2,182,0.6759324063357662,0.6047399522928183,0.7706610909856461
2000,3,183,0.703028611821338,0.6514001994293914,0.8595044040774404
2000,4,184,0.7028055241962822,0.6382367766510306,0.6357929395797975
2000,5,185,0.7269977175925789,0.6961847626010674,0.7612450512244332
2000,6,186,0.564047001671924,0.5069745433562473,0.6649281920530603
2000,7,187,0.5913761720776457,0.5429240542299153,0.6267064635545488
2000,8,188,0.7238057415960749,0.6702207999253967,0.8367174976373007
2000,9,189,0.6264185111235209,0.5767386256802479,0.7287107108058613
2000,10,190,0.6901917120172096,0.6326891410762409,0.6853444321515294
2000,11,191,0.5825026250890978,0.5302434199378887,0.7203576858925619
2000,12,192,0.6051028367618698,0.5720368844923815,0.6790752846658428
2001,1,193,0.697785888043169,0.6620274564126597,0.7846960195842541
2001,2,194,0.7100007005946535,0.658746143527133,0.6245743335655802
2001,3,195,0.6907702552098461,0.6273151331585741,0.7226731128032093
2001,4,196,0.7128055842865121,0.650449994281165,0.7808324761538716
2001,5,197,0.6771794751992664,0.6194903311422066,0.7426431765360374
2001,6,198,0.6497840579660581,0.5972004533570978,0.5684686825581223
2001,7,199,0.6409334258530228,0.6011053027142145,0.7252035937670922
2001,8,200,0.6654914775958612,0.6185202165994726,0.992352795786246
2001,9,201,0.7799421742126568,0.7197700678628918,0.6261870208820955
2001,10,202,0.6753400842044096,0.6146455904612201,0.7538581785613965
2001,11,203,0.763871900710683,0.7108976955180606,0.9800612880783639
2001,12,204,0.7585575086528032,0.6840024316704555,0.6892490815618592
2002,1,205,0.6072068472622714,0.5509816650144042,0.7217497809302891
2002,2,206,0.6220559078930105,0.6065013115932291,0.7981308309096429
2002,3,207,0.710827253306044,0.6518925719568642,0.7121431261877261
2002,4,208,0.5881748040066624,0.5482723261215562,0.7719658175929124
2002,5,209,0.6184560758729458,0.5681221441015875,0.7185783018464142
2002,6,210,0.5748719894087828,0.5071217824766642,0.5797107917083123
2002,7,211,0.6165495246602083,0.6182223634179089,0.6997113071405168
2002,8,212,0.777601464849229,0.7086718938009983,0.69775190327192
2002,9,213,0.6623212419980135,0.6057324004952287,0.7913768937978141
2002,10,214,0.5938194801252428,0.5473626753744439,0.7587719621486638
2002,11,215,0.5534327926718065,0.51205337811005,0.633552080503069
2002,12,216,0.614465568772474,0.5762038272418368,0.7237723621211062
2003,1,217,0.7217942737380837,0.647906207515906,0.7266509918557995
2003,2,218,0.6822127583583508,0.6183875814674575,0.7788909357951681
2003,3,219,0.5661766477395997,0.5146221205158787,0.7806758888155843
2003,4,220,0.6608996884902373,0.6137377655619862,0.6058942194324834
2003,5,221,0.6955116707057287,0.6353140406428099,0.6542332792416077
2003,6,222,0.676186672836452,0.6243909183096769,0.6437619082521283
2003,7,223,0.7712352129998769,0.7000300882121661,0.5703648150907293
2003,8,224,0.623462447250225,0.5944389921617488,0.7717868122655931
2003,9,225,0.6113146893725621,0.5589136734815457,0.7736375858976461
2003,10,226,0.5138862745234665,0.4548971209382518,0.7281365770270342
2003,11,227,0.6307258720728718,0.5731608469028533,0.7136001241990141
2003,12,228,0.5496196212370675,0.5018035824011985,0.6572638691809022
2004,1,229,0.6879988444157388,0.6606890573933242,0.6743196236026315
2004,2,230,0.6211912481825579,0.5727795202150328,0.7511183214051401
2004,3,231,0.69570887898878,0.683434867484165,0.8158580038044403
2004,4,232,0.6740144504150184,0.5900519301592719,0.8086733592386015
2004,5,233,0.7324750228617114,0.6781793251018403,0.8065829254281924
2004,6,234,0.7481745402978504,0.6977432512475251,0.578748278324069
2004,7,235,0.5965659925725239,0.5694745220626629,0.6818283840188477
2004,8,236,0.6631056398021619,0.589507593874888,0.7231512443805224
2004,9,237,0.8208263824076171,0.771947820635773,0.708025180554007
2004,10,238,0.6976965108310441,0.6268333107227244,0.7153367079388829
2004,11,239,0.7410620028619708,0.6735477373211314,0.7511652056862215
2004,12,240,0.6846971805812672,0.6211118046011523,0.7526217927367633
2005,1,241,0.586519691947179,0.5348259863134006,0.5951501551300538
2005,2,242,0.6196339179845647,0.5518430667774161,0.7296482931547957
2005,3,243,0.682530305419361,0.6221259084035988,0.7340593464893111
2005,4,244,0.7747995893889525,0.7101675297743342,0.7101114710731926
2005,5,245,0.6147276582088589,0.5587609086135336,0.7222294527849807
2005,6,246,0.7647247407344754,0.7127301106843185,0.6870913892184481
2005,7,247,0.7129256620696106,0.6730133554828024,0.6611090193107204
2005,8,248,0.681680095832585,0.6339316773676807,0.7099535508379488
2005,9,249,0.7117787198072584,0.6715341550784398,0.7375259980441841
2005,10,250,0.6663452634524766,0.625649124263562,0.6083839466535019
2005,11,251,0.7129353049176869,0.6601368453342292,0.697634967282834
2005,12,252,0.7389414725403994,0.6775145089289665,0.6736574590040297
2006,1,253,0.6369315065377695,0.5763062793617353,0.6259711379208607
2006,2,254,0.5919139105862167,0.55823803033429,0.7975007141674392
2006,3,255,0.6971242857042356,0.6447115366287264,0.6568746314901658
2006,4,256,0.7541063859579646,0.7320093319652862,0.7811452482090661
2006,5,257,0.7287196878781365,0.6667301306038379,0.6862250855321613
2006,6,258,0.7013601660498394,0.6378641153572766,0.7139700704546723
2006,7,259,0.5928311347548828,0.5519438030132788,0.6581419675400438
2006,8,260,0.6447831121466481,0.5949102899522861,0.8316667104421182
2006,9,261,0.610023469263665,0.5407068842507945,0.6484486671183545
2006,10,262,0.594077078202816,0.53063113420465,0.7176145589298708
2006,11,263,0.6706245689871971,0.630739566504543,0.7761775624325331
2006,12,264,0.6636719710816973,0.6224666331582939,0.7538674633877449
2007,1,265,0.7087935688340472,0.6869178963754679,0.6879483020109008
2007,2,266,0.6518967379477191,0.6005472642303894,0.7514820897364543
2007,3,267,0.5824493344901138,0.5635211557527916,0.8751468891160425
2007,4,268,0.6376464872269165,0.5847202965049124,0.8060815487363541
2007,5,269,0.6514600452455621,0.6070200850638013,0.8629459093482165
2007,6,270,0.7191241878620451,0.6744315166239889,0.6603517271518733
2007,7,271,0.6320413215029186,0.5799902990546119,0.7227336551192315
2007,8,272,0.5437223228782301,0.508819865424632,0.7479954706811371
2007,9,273,0.557271492227104,0.5206117589734173,0.7807793931977653
2007,10,274,0.6593276959313771,0.6030338172774391,0.8526911403555018
2007,11,275,0.5564651901692911,0.5234731051784649,0.6903900315196196
2007,12,276,0.6623666153441593,0.6545461697966811,0.6610158455364876
2008,1,277,0.6757619710931637,0.6524631183626988,0.6766972825599891
2008,2,278,0.7775308909606846,0.7483543953791449,0.7799388698279421
2008,3,279,0.5849757806732486,0.5163409652401908,0.8410727961694109
2008,4,280,0.7044049808463371,0.6399794261634041,0.8020712586839139
2008,5,281,0.8025163553289889,0.7666013979349618,0.7342559410130873
2008,6,282,0.6925961795855428,0.6566327242231772,0.8952959851590883
2008,7,283,0.6750108870878696,0.6323363703467616,0.8995299047718828
2008,8,284,0.671947822356739,0.619183146101894,0.7821370840072485
2008,9,285,0.7168856733663543,0.6885641429707955,0.6902062138118129
2008,10,286,0.61726538440657,0.5733677609819599,0.8104127434462202
2008,11,287,0.6629653030234419,0.621172025906972,0.7643976576158702
2008,12,288,0.6255123484966703,0.6080111572858224,0.8221270828118782
2009,1,289,0.6982320980732485,0.6527222353756368,0.7051471552658545
2009,2,290,0.6568495824797862,0.5904794367408039,0.8195428442217155
2009,3,291,0.7236371325731534,0.6831768002167696,0.842603979329398
2009,4,292,0.5327215551620389,0.5282314529374652,0.7417851863848393
2009,5,293,0.8512113071763453,0.8205730006396343,0.7165135928866687
2009,6,294,0.7568498291712857,0.7276425890795496,0.812966822961055
2009,7,295,0.6955976918807217,0.6425176614436823,1.0856438477285328
2009,8,296,0.7504245901486474,0.698825210480304,0.8849439003299842
2009,9,297,0.534762387144249,0.4981051185476473,0.8286127943273116
2009,10,298,0.7155412383933096,0.6601456838084828,0.8661828324893561
2009,11,299,0.6805964511940163,0.642284271773289,0.8503126951511847
2009,12,300,0.6442457029558822,0.6057645589873486,0.7485942311001796
2010,1,301,0.7161321317199979,0.6628387587667478,0.8398203422487903
2010,2,302,0.689617189955244,0.6493273596897176,0.6492764621395438
2010,3,303,0.7065006059562268,0.6938100367453413,0.8070036389028121
2010,4,304,0.7033258713026215,0.6348768376616976,0.8957353944898374
2010,5,305,0.7183558716285126,0.6691499806847309,0.8616317678250854
2010,6,306,0.6783245001655994,0.6410407449917382,0.9000230666651895
2010,7,307,0.6532382992212262,0.5982380611010915,0.9292052965500212
2010,8,308,0.7112073860362824,0.6602421634397557,0.8699178283610884
2010,9,309,0.6867997881824418,0.6289703554881588,0.8047372386189973
2010,10,310,0.7242006655697073,0.6748283825817553,0.7894060360023555
2010,11,311,0.7703240559643194,0.7380709047372672,0.7827381463955789
2010,12,312,0.6479607943304965,0.6051863425069675,0.8283492522814977
2011,1,313,0.6328249359183808,0.5984545141909853,0.788116060008888
2011,2,314,0.6379783751528374,0.5905801788132777,0.8508491980487892
2011,3,315,0.705043227942146,0.6561679075438508,0.9505076287582951
2011,4,316,0.6865133144748703,0.6391874936061405,0.7292551088080603
2011,5,317,0.6895819641161933,0.6369610520623508,0.6977525694956294
2011,6,318,0.6800951446823128,0.6261933125255554,0.8042559462492372
2011,7,319,0.7641080261650585,0.7089729418380872,0.7445589629434999
2011,8,320,0.6750300414784588,0.6202406235392829,0.7123040466609091
2011,9,321,0.6175227335900666,0.576278737408832,0.7619985746096107
2011,10,322,0.6177263755683496,0.5796828397777323,0.5837108733634923
2011,11,323,0.6275953731830182,0.575521082494566,0.6669875972340484
2011,12,324,0.6337225855264775,0.5845476123730118,0.7801168341054747
2012,1,325,0.635229394065814,0.5947387955044549,0.6813489902411872
2012,2,326,0.6559337670378228,0.6157069571582751,0.9024125437336217
2012,3,327,0.5979339575547089,0.5487179182286084,0.7899712246833623
2012,4,328,0.663328833528545,0.6215405337953486,0.7952828121049891
2012,5,329,0.6549472873300015,0.6086419015765251,0.8282217914611024
2012,6,330,0.668849802835234,0.6357497727648758,0.786054739731249
2012,7,331,0.6791335105154058,0.6447448264381397,0.6589861180034075
2012,8,332,0.49052403023503327,0.44404599314576704,0.6741036492801352
2012,9,333,0.6714915131838768,0.6217332096418335,0.7396274254025499
2012,10,334,0.5976623809557987,0.5448902159285366,0.8789559419266337
2012,11,335,0.6629544246391901,0.6346044399624436,0.8728021210973756
2012,12,336,0.7994368157307429,0.7136334237311946,0.911001357931883
2013,1,337,0.7362410811008064,0.6758529497925833,0.7641082378409704
2013,2,338,0.6617459754903348,0.6043870332907941,0.7584151325015849
2013,3,339,0.7048013381524123,0.6595247780915076,0.8488806747316613
2013,4,340,0.756223739956804,0.7027509341388033,0.8221110662784443
2013,5,341,0.579881073545103,0.533329935634557,0.7674693796083889
2013,6,342,0.7067650782104782,0.6494744315079515,0.7349830286442174
2013,7,343,0.5165444867854267,0.4695798749521849,0.6558909933615129
2013,8,344,0.6452706323217615,0.6003168544692113,0.7975858676489186
2013,9,345,0.6170110272686429,0.560288653902654,0.7554158079152605
2013,10,346,0.6950065987287423,0.6555119304218021,0.860229433794257
2013,11,347,0.5592179304635447,0.5103262799987417,0.7217614874515998
2013,12,348,0.6183700835212604,0.5656197629572544,0.6958692158517406
2014,1,349,0.7072101927140093,0.6551111918084969,0.6906427410826276
2014,2,350,0.6849493135395847,0.6327330213088145,0.6857035878874396
2014,3,351,0.69394298532608,0.6459834611943659,0.6373927772283724
2014,4,352,0.5407378000404054,0.49871709473452536,0.7599279111523984
2014,5,353,0.6559579127234592,0.6062254246844803,0.6031791718573727
2014,6,354,0.6326792989646464,0.5816128906964956,0.6541737965272189
2014,7,355,0.6399345182018924,0.5813264388454196,0.758595366427203
2014,8,356,0.6733319198599936,0.637336233831038,0.6416402996425603
2014,9,357,0.6671755786481576,0.6229959008166667,1.038009876014404
2014,10,358,0.554992297418782,0.5235654115184063,0.7841210502898245
2014,11,359,0.6896589302038041,0.6390656564682211,0.750306610205168
2014,12,360,0.7721216190260882,0.7323394482711235,0.74911015999098
2015,1,361,0.6833630000594144,0.6272761756732546,0.8587110170647454
2015,2,362,0.657900523400128,0.5961231435318304,0.7301338497138359
2015,3,363,0.6210724923262936,0.5675525931422067,0.7147379789023424
2015,4,364,0.7193312830938935,0.6685531143508456,0.574252816205383
2015,5,365,0.6404284967875077,0.5781399856038426,0.542078660720491
2015,6,366,0.5700824443754763,0.524479246928857,0.7317686449214346
2015,7,367,0.6141707663456628,0.5595428670816338,0.6587668051914345
2015,8,368,0.6101934444301821,0.5588941840660241,0.8448482061263538
2015,9,369,0.5796626359063298,0.525492236079705,0.4698290414225827
2015,10,370,0.7186957447287489,0.6324250675647485,0.7399417717696835
2015,11,371,0.7573384494725509,0.7018995290195243,0.8526659535469788
2015,12,372,0.5239063413378114,0.4812989984193867,0.7214054987303855
2016,1,373,0.7250571270947341,0.672737253124195,0.6616630054759364
2016,2,374,0.6679773255036611,0.6064627047324561,0.6493893974271515
2016,3,375,0.6980305277132194,0.637126191140498,0.8585422714802886
2016,4,376,0.7344824935333055,0.6826481753388112,0.784828134643446
2016,5,377,0.7332696444219423,0.6372049363866527,0.7782971715202363
2016,6,378,0.6704912283884448,0.6041429937441342,0.5101334211449748
2016,7,379,0.7251275282365489,0.6787800484292338,0.7110455137646217
2016,8,380,0.6176968030545694,0.5626920213317959,0.44009720704794225
2016,9,381,0.650291232305583,0.5912365015267157,0.7556448535946559
2016,10,382,0.622432151828653,0.582303768380601,0.7262458819356031
2016,11,383,0.7666764645023696,0.737027169061771,0.7453590085047267
2016,12,384,0.6431657446945751,0.5939706536482819,0.5819782626256472
2017,1,385,0.6219110212740276,0.5883324041173273,0.7732182871840785
2017,2,386,0.6805832616843328,0.6245185830701783,0.986657194372259
2017,3,387,0.7339107200903555,0.6959609129168434,0.8106286231601915
2017,4,388,0.5489713509916796,0.5171837755071866,0.7906851231883686
2017,5,389,0.5315781437868664,0.4778700313385375,0.6004657166730185
2017,6,390,0.7756315631366265,0.732733333525347,0.8994716988078724
2017,7,391,0.5830635828328261,0.5247330234315124,0.602171856916216
2017,8,392,0.5691428860701,0.5250391592495992,0.8267025018989506
2017,9,393,0.6201123871407924,0.5629223761038777,0.6644991446169555
2017,10,394,0.6843472454622589,0.6379015657279549,0.4356866442653934
2017,11,395,0.56117404391539,0.4936203346927356,0.7780722686746793
2017,12,396,0.6175611606747092,0.5902491882145561,0.8343203852659329
2018,1,397,0.5821699724619094,0.5419182440908863,0.7047776780249816
2018,2,398,0.6514835892672793,0.592892591489184,0.5442959380582696
2018,3,399,0.6021373998590793,0.5653950904779382,0.5325528179823696
2018,4,400,0.6460559951614644,0.5955997210018743,0.7391463007829278
2018,5,401,0.62122167748734,0.5718788304369657,0.6955221739330254
2018,6,402,0.669487360650319,0.6163049571331476,0.5324368965619605
2018,7,403,0.606073726528609,0.5442715059343611,0.7002083399197366
2018,8,404,0.6090512674174865,0.5572973569632004,0.5494808368503399
2018,9,405,0.6325398821029312,0.5724598013733134,1.0052224288411995
2018,10,406,0.6888842505732031,0.650113370786902,0.46811209770103
2018,11,407,0.5482883414270018,0.530922529535742,0.6995065069646652
2018,12,408,0.5979220922206459,0.5528179754740342,0.8626471984044953
2019,1,409,0.588837790678234,0.554182455934658,0.94467284328032
2019,2,410,0.5530888019802828,0.49572075304356406,0.886114197940231
2019,3,411,0.53581254579546,0.49349006798138334,0.7071135445776018
2019,4,412,0.6369484365923211,0.5810142435305935,0.5820625166365438
2019,5,413,0.6697046987708843,0.6089299535015825,0.6387044320875825
2019,6,414,0.7387048212318835,0.6793299097757456,0.7045658268591094
2019,7,415,0.7115742518591667,0.652510933354832,0.519797280837792
2019,8,416,0.5979660918004933,0.5792778532631805,0.6503110548624804
2019,9,417,0.5800449033901307,0.5379297789270355,0.855938581785006
2019,10,418,0.6214909676329415,0.5917341751193074,0.6416237458183517
2019,11,419,0.5794036388773218,0.513848398796367,0.538577827278211
2019,12,420,0.6504168181413386,0.6021737745158956,0.6838257666479013
2020,1,421,0.6959043098075391,0.6658704701669731,0.770372377847402
2020,2,422,0.5629612390797397,0.5132889283851158,0.9440036285412321
2020,3,423,0.6163333434878371,0.5867962258211716,0.5493723215256042
2020,4,424,0.5732528551887625,0.5393816636922485,0.687148238475194
2020,5,425,0.5187879702847925,0.4853237612134337,0.5681469059806248
2020,6,426,0.663187797840613,0.6368092970769089,1.0046783446598764
2020,7,427,0.5660196185041455,0.525365383253107,0.8381491367602814
